0,1,2
266,Control Covid-19 situation at ground level: HC,"MUMBAI: The Bombay high court on Thursday told the Maharashtra government to take control of the Covid-19 situation on the ground due to âconfusion and panicâ among people with regard to shortage of Remdesivir injection , beds, oxygen and delay in getting tests results.âAt the ground level, people are facing difficulties,ââ said a bench of chief justice Dipankar Datta and Girish Kulkarni hearing a PIL by advocate Sneha Marjadi on the plight of patients and their relatives and her personal experience.Advocate-general Ashutosh Kumbhakoni said the supply situation is in control for a few days after receiving 2.69 lakh vials of Remdesivir.He said there is a public misconception that Remdesivir is a magical drug for cure of Covid-19.``It reduces the requirement of oxygen. People are insisting `give me Remdesivirâ,â he said, blaming the âmiddle-class and higher classââ for the shortage saying they bought vials in excess.Additional solicitor general Anil Singh said âthe mindset is it (Ramdesivir) has to be given to all patients.âThe judges said there appears to be confusion among public and medical personnel.âToday it is a situation of panic,"" said Justice Kulkarni.The judges said proper advisories must be issued in the print and electronic media due to contrary messages circulating on social media platforms.The CJ then said, âToday when I was coming to court, I found people loitering with masks below their nose.""He referred to a last year's report that said people have to be careful till June 30.``Had we not lowered our guard, we would not have seen this day,ââ he added.The AG said 1,200 metric tonnes oxygen is daily manufactured and the rest is imported from other states to meet daily demand of 1,500 MT while will soon go up to 2,000 MT.He denied shortage of beds saying in public and BMC hospitals they are available.âThe middle class and higher class want beds in private hospitals of their choice. This is mainly projected by the media as a shortage of beds.âSenior advocate Anil Sakhare, appearing for BMC, said the civic body has systems in place to supply oxygen to all hospitals in the city. He also said war rooms are set up in 24 ward areas to assist in finding beds.The judges questioned the delay in results of RT-PCR and antigen tests and need for doctor's prescription.The AG said nearly 2.70 lakh tests are daily conducted.Marjadiâs husband Nirav said he was asked to get a doctorâs prescription.âWe canât disbelieve practicing advocates,"" said the CJ, adding that the situation is such that those coming to take RT-PCR test will have to put on the camera or video to prove it.Adjourning the hearing to May 4, the judges asked the Centre and state to file their replies.They said they will pass directions including a temporary ban on smoking at least till the Covid crises is over.âAs it is we are posed with a national challenge. Covid is a national challenge,ââ the CJ said."
266,Fresh Covid-19 restrictions come into force,"MUMBAI: Fresh restrictions on travel, attendance in offices and wedding functions announced by the Maharashtra government to check the Covid-19 spread came into force on Thursday night.Maharashtra, facing an unprecedented surge in coronavirus cases, is already under severe restrictions since April 14 and the fresh ""lockdown-like"" curbs were announced on Wednesday to break the chain of viral transmission in the state.Prohibitory orders, banning assembly of five or more people at once place, are in force till 7am on May 1, while non-essential activities are not being allowed.Essential services, including grocery stores, are permitted to operate only between between 7 and 11am.The new restrictions under the government's 'Break- the-Chain' programme came into force at 8pm on Thursday and will remain effective till 7am on May 1.In the cabinet meeting this week, several ministers demanded a total lockdown for 15 days to curb the rising Covid-19 cases in Maharashtra, the state worst hit by the pandemic in the country.But chief minister Uddhav Thackeray decided against imposing a total shutdown, apparently after prime minister Narendra Modi's address to the nation where he said a lockdown should be the ""last resort"".Now, with the new curbs the government has decided to reduce presence of people on the streets and in public transport.According to an order issued by Chief Secretary Sitaram Kunte, government offices - central, state and local authorities - will work with 15 per cent attendance except those in emergency services directly connected to management of the pandemic.Other offices, allowed to operate as per the existing rules, will function with 15 per cent strength or five people, whichever is more, stated the order.Only government personnel and those in emergency services would be allowed to use suburban trains, metro and mono services in the Mumbai Metropolitan Region, it said.All those engaged in medical services - doctors, nurses, paramedics, lab technicians and clinical staff - will be issued travel passes on basis of identity cards.However, patients needing medical treatment and specially-abled persons can travel in trains, the order said.Municipal and state transport buses will operate at 50 per cent capacity with no standing passengers.Marriage ceremonies have to be conducted as a single event in a single hall not extending beyond two hours with maximum of 25 person in attendance, the order said, adding violation will attract a fine of Rs 50,000.For inter-city and inter-district travel bylong- distance trains and buses, the local railways/state transport authorities will ensure screening of passengers, the order said.Passengers of private buses (who are allowed to travel) will have to quarantine themselves at home for 14 days after they reach their destination. Bus operators will have to stamp the passengers' hands to indicate they are supposed to stay at home for 14 days.On Thursday, police vans made rounds of the main streets in Mumbai asking people on the loudspeaker to stay home and avoid crowding.Police have put up barricades at the entry and exit gates of suburban railway stations to prevent unauthorised people from travelling in local trains.Police personnel manned the streets to check motorists and cars for the yellow, green and red stickers which are to be used for specific purpose while moving around during the period of restrictions.On Thursday, Maharashtra reported 67,013 fresh coronavirus cases, taking the tally to 40,94,840, while 568 more patients succumbed to the infection, said a health department official."
267,Additional forces deployed in Mumbai police stations to help enforce curbs,"Tasked with ensuring that Covid-related restrictions were followed, the Mumbai Police force received a booster on Wednesday after a thousand personnel from its local arms division were dispatched to its 90-odd police stations to enforce the new curbs that get effective from Thursday night.

In addition, Director General of Police Sanjay Pande said, three companies of State Reserve Police Force (SRPF) have also been given to Mumbai Police. The force will be used as and when required by the local police, he added.

Confirming the development, Chaitanya S, Deputy Commissioner of Police (DCP), operations, and Public Relations Officer for Mumbai Police, said, “We have stepped up our enforcement against violators and instructions have been given to all police stations to crack down on them.”

Elaborating on composition of the SRPF, a senior Mumbai police official said, “We have a total of 12 companies of SRPF in usual course. For Covid, we got three extra SRPF companies. Each company has three platoons, each of which has 30 personnel.”

Meanwhile, the Maharashtra Government Railway Police (GRP) said that even though the crowds in local trains have dried up, the number of people looking to board outstation trains was swelling at the junctions under Central and Western Railways. Like last year, several thousands of migrants are trying to return to their hometowns due to the ongoing lockdown.

Quaiser Khalid, Railway police commissioner, said, “We are not allowing any passenger to enter the railway premises till they have a reserved train ticket for long distance train. I have asked my men to maintain a distance of six feet while checking their tickets. We have kept only one entry and exit point for passengers at the junctions and social distancing is being maintained.”"
267,Man wanting to meet girlfriend gets witty response from Mumbai Police,"‘It does not fall under our essentials or emergency categories’

The Mumbai Police’s humorous reply to a Twitter user, who wanted to meet his girlfriend during the ongoing novel coronavirus-induced restrictions imposed by the Maharashtra government, has won the hearts of netizens.

Section 144 of the CrPC that prohibits assembly of five or more people at one place is in force in Mumbai and other parts of the State. The city police have also made it mandatory for the vehicles in emergency/essential services to put up colour-coded stickers.

A Twitter user named Ashwin Vinod tagged the Mumbai Police and tweeted that he wanted to meet his girlfriend, and asked which sticker he should use for his vehicle to move out. “@MumbaiPolice what sticker should I use in order to go out and meet my girlfriend? I miss her,” he said.

In their response, the Mumbai Police said his requirement did not fall under the category of essential or emergency services, and requested him to stay at home.

“We understand it’s essential for you sir but unfortunately it doesn’t fall under our essentials or emergency categories! Distance makes the heart grow fonder & currently, you healthier. P.S. We wish you lifetime together. This is just a phase,” the Mumbai Police tweeted with the hashtag #StayHomeStaySafe.

The reply by the police was well received and widely appreciated by users on the micro-blogging site.

“Very thoughtful reply in these trying times. Each person has their own essentials. Please keep us engaged with witty responses and we are forever grateful for your service! You take care of Mumbai like no one else does! All of you stay safe and healthy!” Twitter user Satyan Israni said.

Meanwhile, another Twitter user Sandeep Chauhan sought the police’s permission to meet his friend.

“I want to meet my friend this weekend in kandivali, I m based out of bhandup..which color tag I should use?? it's been long since we met, I shall be travelling by my car,” he tweeted.

In the reply, the city police tweeted, “A friend, who respects your taking precautions during COVID is a friend indeed. We are sure your friend will agree. Please stay home, we would not want to get unfriendly with you...” Both the tweets received thousands of likes and hundreds of retweets within a few minutes.

The Mumbai Police’s Twitter handle has more than 50 lakh followers."
267,Mumbai: Param Bir now faces inquiry for corruption on allegations made by cop,"Former police commissioner Param Bir Singh

Mumbai: The home department has ordered an inquiry against former police commissioner Param Bir Singh in connection with the allegations of corruption levelled against him by an inspector, said sources on Thursday. DGP Sanjay Pandey has been asked to investigate the allegations against Singh, said the sources.

The allegations were levelled by police inspector Anup Dange , who was suspended from the force last year and reinstated recently.

Dange claims Singh had demanded Rs 2 crore from him to revoke his suspension. The inspector had written a letter to the additional chief secretary (home) about Singhâs demand.

Singh had denied the allegations. DGP Pandey was not available for comment.

The inquiry would be the second one ordered by the state government against Singh.

The home department had previously asked the DGP to conduct an inquiry against Singh for alleged dereliction of duty in connection with the investigation into the recovery of a vehicle with explosives near industrialist Mukesh Ambaniâs residence, Antilia in south Mumbai, on February 25. Singh had been transferred from the post of police chief on March 17 after criticism of his handling of the Ambani case.

On March 20, Singh wrote a letter to chief minister Uddhav Thackeray alleging that the home minister at the time, Anil Deshmukh, had resorted to malpractices and asked police officer Sachin Waze to collect Rs 100 crore every month from bars and hotels.

Deshmukh resigned from the state cabinet after the Bombay high court ordered a CBI inquiry into the allegations made by Singh. PTI

"
268,Covid second wave: PMC decides not to spend on new civic works,"The PMC's plans to take up new infrastructure projects in the city were badly impacted last year after the outbreak of Covid-19 and the municipal commissioner Vikram Kumar had put restrictions on taking up new development work. (Express Photo by Pavan Khengre)

The infrastructure work in the Pune Municipal Corporation (PMC) has taken a hit as the surge of Covid-19 cases continues to grip the city in the second wave.

Municipal Commissioner Vikram Kumar has directed his officials that no spending would be allowed for new civic works for the moment owing to the pandemic’s impact.

The plans of the PMC to take up new infrastructure projects in the city were disrupted last year after the pandemic began. Kumar had put restrictions on initiation of new development work.

The state had also directed all civic bodies not to take up any new infrastructure projects due to reduced revenue collection and increased spending to establish health facilities to contain the pathogen’s spread.

The civic administration had constituted a finance committee to decide on each proposal of civic works in the city. Following the go ahead of the committee, process for the new works was initiated. However, the municipal commissioner had discontinued the finance committee at the end of the financial year. The same was reconstituted after the city started witnessing a surge of Covid-19 cases.

“The municipal commissioner has directed all the civic departments not to take up any new development work but allowed spending of 50 percent of the budgetary allocation for the ongoing projects,” said a civic officer.

Each proposal of the infrastructure projects would have to get the finance committee’s nod, he said, adding that the head of various civic departments have been warned of action if the order is violated.

The civic administration has been asked to spend money only on maintenance and repair of the existing civic infrastructure in the city, the officer added.

The finance committee reviews the financial situation of the city body based on the revenue collection and decides strategy on its spending for very important civic work.

At present, the PMC is engaged in scaling up health infrastructure in the city to deal with the pandemic. It has recently decided to spend Rs 350 crore for Covid-related work in the city.

The PMC has a budget estimate of Rs 8,370 crore for 2021-22, including Rs 4,035 crore as capital expenditure for civic infrastructure projects."
268,Pvt bus operators to stop service after state’s Q order,"Nagpur: Peeved by the order by the state government to âbreak the chainâ, most private bus operators in the state have decided to stop services from Friday.

On April 21, the state issued an order that private buses can ply between inter-district and inter-city only for emergency or essential services or valid reasons with 50% capacity. Essential services have been defined as medical emergencies or people attending funerals. Violations would invite a fine of Rs 10,000.

Secondly, the buses will have only two stoppages in cities and operator will have to put a stamp on the hand of alighting passengers for 14 daysâ quarantine. Besides, local disaster management authority (DMA) may decide on a rapid antigen test (RAT) with the help of private labs and cost will have to be borne by the passenger.

âThe order is ambiguous. How will you verify the emergency? Though it directly ban operation of buses, the order amounts to that. When there will be no passengers, why operate the buses and sustain losses? The operators are yet to come out of the shock of the first lockdown,â said Prasanna Patwardhan, president, Maharashtra Rajya Truck, Tempo, Tanker, Bus Vahatuk Mahasangh.

âThe association has left the decision about running buses to the individual operator as the order doesnât stop it completely,â Patwardhan added.

Mahendra Luley, president, Bus & Car Operators Confederation of India (BOCI), Maharashtra, said, âThe order is such that you cannot choose between the two. There are at least 250 private buses operating to various destinations from Nagpur. Buses to MP and Chhattisgarh have already stopped last month. Some operations in Maharashtra and Andhra Pradesh were on but those too will be shut now.â

Even the Maharashtra State Road Transport Corporation (MSRTC) officials are confused about following the stamping condition. Like specific direction to private operators to stamp passengers, the order is not clear whether a similar procedure has to be followed by the MSRTC.

âWe have been told the job of stamping for 14-day quarantine will be done by the health and revenue department staff at check-posts and bus stops. They will also do thermal scanning and RAT, if needed. Those found positive will be sent to nearest quarantine centres for 14 days,â said divisional controller Nilesh Belsare.

âThe stateâs idea is to prevent unnecessary travel by people. With home quarantine threat, we donât expect many people travelling. We are also going to cross-check whether the passengers are travelling for a genuine reason,â said Belsare.

Meanwhile, NMC has started screening railway passengers arriving from Goa, Gujarat, Rajasthan, Kerala, Uttarakhand, and Delhi. âOn Wednesday, RAT was done on four passengers but they tested negative. On Thursday, two passengers tested negative. At least 1,400 passengers arrive via 17 trains from these six states that are being screened,â said railway officials.

"
269,"Mumbai: 17-year-old boy, three others held for gangrape of minor","The three accused, aged between 20 and 22 years, are the woman's neighbours in a slum.

The Bandra police recently arrested three men and detained a juvenile for the alleged gangrape of a minor girl between 2019 and 2020.

The rape survivor, now aged 18, got an FIR lodged on April 13 after a video of her being sexually assaulted by the juvenile, then 17 years old, went viral on social media. She has alleged that the accused were blackmailing her with the video and finally circulated it when she stopped giving in to their demands.

The three accused, aged between 20 and 22 years, are the woman’s neighbours in a slum. The complainant, who was aged 17 when she was allegedly raped, had recently got married.

The woman was raped for the first time in 2019 by the 17-year-old boy. Another accused had shot a video of the incident. Following this, the four accused kept blackmailing her with the video and gangraped her several times.

“When the complainant stopped giving into their demands, they circulated the one-minute video on a WhatsApp group. One of her relatives saw it and informed her parents. Confronted by her parents, she decided to approach the police,” said an officer. The FIR was registered on April 13 under the Indian Penal Code, the Protection of Children from Sexual Offences Act and the Information Technology Act.

The same day, two accused were arrested and the minor was produced before a juvenile court and sent to an observation home.

The last arrest was made on April 18."
269,Pune: 28-year-old man surrenders to police after murdering girl,"An offence of murder has been lodged in the case at the Lonikand police station.

A 28-year-old man surrendered before Pune city police after he allegedly murdered a 16-year-old girl with whom he was in a live-in relationship.

The police have identified the accused as Sagar Wankhede, a resident of Perne Phata and a native of Buldhana district. The police said the accused was working at a company in Ranjangaon MIDC.

An offence of murder has been lodged in the case at the Lonikand police station.

Deputy Commissioner of police (zone 4) Pankaj Deshmukh said the accused came to the police station around 3 pm on Thursday and admitted that he had strangulated the girl with a wire to death.

Wankhede told the police that he committed the crime as he had suspected character of the girl, who he was living with for the past few months.

An investigation is on.

– Stay updated with the latest Pune news. Follow Express Pune on Twitter here and on Facebook here. You can also join our Express Pune Telegram channel here."
270,"Maharashtra releases 2 months’ aid to widows, elderly","Mumbai: In view of the Covid crisis , the state government has decided to provide relief to deprived sections, including widows, senior citizens, orphans and the specially-abled by releasing combined pension for April-May. The state finance department has sanctioned Rs 1,428 crore and the process has been initiated. There are nearly 35 lakh beneficiaries, said minister for social justice Dhananjay Munde . He said the process of transferring the amount through banks had begun.The state has released the relief under schemes such as Rs330 crore under Sanjay Gandhi Niradhar Yojana (SGNY) for general category, Rs60crore under SGNY for scheduled caste, Rs45 crore for schedule tribe, Rs660 crore under Shravanbal Yojana for general category, Rs120crore for SC, Rs 90 crore for ST, Rs110crore under Indira Gandhi National Old Age Retirement Pay Scheme, Rs12 crore under Indira Gandhi National Widow Retirement Pay Scheme and Rs1.5 crore under Indira Gandhi National Disability Retirement Scheme. tnn"
270,Maharashtra: Teachers urge education dept to declare summer break dates,"Teachers in schools and junior colleges across the state have urged the education department to declare the dates for concluding the current semester and start of summer break this year.Many teachers have recently urged officials to give clarity about ending the current semester after the government announced that students from Classes 1 to 8 and 11 shall be promoted to the next class without exams. “Now that all students have been promoted, we are hoping that the end of semester is announced soon. We are seeing a very low attendance as it is. We hope here is some break in between before the new semester begins,” said Rajesh Pandya, vice-president of Teachers Democratic Front.The Mumbai Regional Junior College Teachers’ Organization (MRJCTO) also wrote to state education minister Varsha Gaikwad requesting the declaration of summer break for teachers. “As you are aware that many states have declared summer vacation for teachers and students, but the government of Maharashtra has not declared it yet. We request you to ensure that summer vacation is declared for junior college teachers with immediate effect,” stated the letter.Officials from the education department did not respond to calls and messages.Usually, summer vacations begin for teachers from May 2 and schools under the state board reopen for the new academic year from the second week of June. With the cancellation of Class 10 exams and postponement of Class 12 exams, teachers might have to work in May and June this year. “We hope that at least we get a few days off before that,” said a teacher."
271,"Cases, recoveries and deaths in Vidarbha constant for last 5 days","Nagpur: On Thursday, Vidarbha reported 15,597 new cases, 13,352 recoveries and 265 deaths. While cases and recoveries increased as compared to Wednesday, there were fewer deaths.In the last five days, the average daily cases, recoveries and deaths have been almost constant, which is an indicator that the curve of Vidarbhaâs Covid-19 cases is moving towards plateau.The number of tests in the 11 districts of Vidarbha has been more or less around 60,000 per day for the last three days. Number of new cases is still under 16,000 while the number of recoveries is increasing slowly but steadily for the last six days.Increasing recoveries and constant number of new cases can be an indicator of the wave reaching its peak. Now the graph can be expected to gradually move towards a plateau.Deaths, however, are still a major concern. Of the total deaths reported on Thursday, 110 were from Nagpur district alone. These include 58 from Nagpur city and 45 from Nagpur rural, which means cases are incresing in the rural parts.Nine out of 11 districts reported more than 10 deaths on Thursday, with Yavatmal registering 37 deaths, which is highest after Nagpur. Yavatmal is the only district after Nagpur to report more than 1,000 deaths due to Covid-19. This is when the population of entire Yavatmal district is less than the Nagpur city alone.Chandrapur reported 28 deaths, Gadchiroli 19, Wardha 16, and Gondia 11. With this, cumulative toll of Nagpur division has nearly doubled than that of Amravati division.The number of under-treatment patients is still high. On Thursday, 1,42,407 patients were under-treatment in Vidarbha. TOI has reported earlier that at this pace, the number may increase up to 2 lakh by May 1. Increased number of under-treatment patients is adding into the crisis of beds, oxygen and medicines in Vidarbha.Chandrapur: Yet another sharp rise of 1537 cases was recorded, while 28 patients succumbed on Thursday. There were 922 recoveries during the day, which left 13,760 patients under treatment. The toll has reached to 699. The caseload has mounted to 47,983, while recoveries reached 33,524.Amravati: The day saw 16 Covid deaths for the second time this month, taking the districtâs toll to 829 while a spike of 739 cases took the caseload to 59,124. With 470 recoveries, the total reached 52,153. Now, 6,142 patients are under treatment.Yavatmal: Of the 6,733 reports received on Thursday, 1,220 came positive. There were 1,112 recoveries and 37 deaths, including one from outside Yavatmal.Wardha: The district recorded 16 deaths, 755 new cases and 424 recoveries on Thursday. The caseload increased to 28,993, recoveries 23,506 while 4,871 patients are under treatment.According to district administration, five deaths had occurred on April 15. The toll reached 616.Bhandara: Out of the 1,816 tests done in the last 24 hours, 949 came positive, which means the sample positivity rate is about more than 50%. Bhandaraâs caseload has reached 41,461. On the other hand, 1,568 patients were discharged, taking the recoveries to 29,365. With 14 deaths in last 24 hours, the total toll has reached 642. Now, 11,454 patients are under treatment.Gondia: The district reported 11 deaths, 662 new cases and 581 recoveries. Gondia has so far seen 412 deaths, 28,375 cases, 21,237 recoveries. Now, 6,726 patients are under treatment.Gadchiroli: The toll reached 280 after death of 19 patients on Thursday. With 417 new cases on Thursday, total reached 16,936. The district has 3883 patients under treatment.Washim: The district reported 387 new cases, 296 recoveries and a death on Thursday. With total cases reaching 23,758, Washim now has 4,045 patients under treatment.Buldhana: Out of 5,840 tests done in 24 hours, Buldhana reported 879 new cases, while 1,184 patients recovered. Three deaths were reported. Now, with 356 deaths and 55,700 cases, Buldhana has 48,298 recoveries and 7,046 patients under treatment.Akola: The district reported 10 deaths on Thursday, taking toll to 602. Cases also increased despite of fewer tests. Akola reported 708 new cases out of 3,976 tests. Only 127 patients recovered. Now, out of 36,145 cases, 29,373 have recovered. Now, 6,170 patients are under treatment."
271,Five districts in Maharashtra report highest Covid CFR,"As Maharashtra recorded 67,013 new cases on Thursday, taking the total cases to over 4 million, five districts have emerged as areas of concern with respect to the case fatality ratio (CFR; the percentage of deaths per 100 cases) and in at least three of the districts where data is available, test positivity rate (TPR; number of positive cases per 100 tests) as well.In the period from April 15 to April 21, as Maharashtra recorded its highest seven-day average in both cases as well as fatalities, the CFR of five districts posed the most concern. Of them, Ahmednagar recorded the highest at 1.4%, followed by Nagpur (0.95%), Mumbai (0.64%), Nashik (0.62%) and Pune (0.33%). The TPR, however, was the highest in Nagpur with 34%, while Pune district recorded 26.64% and Mumbai posted 17.21% in the same period. Nashik and Ahmednagar did not reveal their tests, and therefore the TPR could not be calculated. State-wide, the average daily cases touched 64,238, while daily deaths averaged 443 -- highest ever in the pandemic in the country – in the same time period. The state’s TPR averaged 24.81%. The CFR was 0.69% in the same period.To be sure, the CFR in Maharashtra has been consistently falling since January 31. On that day, the overall CFR stood at 2.52%. This fell to 1.54% on April 21. The main reason for this was that deaths have not increased in the same proportion as cases. On January 31, Maharashtra recorded 2630 cases and 42 deaths. On April 21, it recorded 67,468 cases and 568 deaths, its highest one-day death toll.Ahmednagar faces a huge shortage of oxygen cylinders, and all the hospitals are full. The local authorities on Tuesday sought oxygen from Chakan in Pune. When the tanker reached the border, it was stopped by the Pune based authorities and made to halt for two hours. Chief Minister Uddhav Thackeray had to intervene to offer reprieve to the patients.The Maharashtra Government announced a total lockdown which will come to force on Thursday night to contain the virus.The high number of cases in these places has resulted in the burdening of the medical infrastructure which means the shortage of hospital beds, oxygen cylinders and medicines.Maharashtra health minister Rajesh Tope has requested for supply of medical grade oxygen for the hospitals, following which the Centre has made a road map on supplying oxygen to the state.The Centre has earmarked 1661 metric tonnes (MT) of oxygen to reach the state from various states, but it is as yet unclear when the oxygen is scheduled to reach.“We have taken various steps to ease the solution and would like the central government to cooperate with us to get out of this crisis. The Centre needs to increase its quota of oxygen cylinders and Remdesivir for Maharashtra,” Tope said.In Pune, the total deaths due to Covid-19 have now reached to 8890 ever since the outbreak of the virus. Many of the small hospitals have stopped admitting patients due to the lack of oxygen. On Wednesday, the district recorded the largest number of cases and there are now 121,284 active cases.In Nagpur, a shortage of Remdesivir, an anti-viral injection, and medical grade oxygen prompted the Nagpur bench of the Bombay High Court (HC) to take suo moto cognizance of the shortages. On Wednesday night, at a late hearing, it pulled up the Centre for lessening the supply of oxygen from a Bhilai-based supplier, from 110MT to 60MT in a communication dated April 18.At a time when the supply of oxygen should have been increased it was reduced instead, the HC noted and ordered that the supply be restored. The region, it noted, was facing a shortfall of at least 100MT.Earlier in the week, it had asked the Central Controller of Drugs in India to ensure that 10,000 vials of Remdesivir be given to Nagpur. Two days later, the Court rapped the Maharashtra Government for its failure to comply fully with its order.Nashik has become another hotspot for the virus as there are currently 46,253 active patients on Wednesday and has registered a total number of 2701 deaths. The city is facing huge shortage of oxygen and families of patient are frantically searching for Remdesivir injections. “We need at least 125 metric tonnes but are getting only 85 metric tonnes. Even that is very erratic as it sometimes gets caught in various problems,” said senior NCP Minister Chhagan Bhujbal.On Wednesday, one of the tankers supplying oxygen to patients receiving treatment for the coronavirus disease at Dr Zakir Naik Municipal Hospital malfunctioned, which led to the death of 24 persons.In Mumbai which has 84,450 active cases, the government is pulling all stops to beat the shortage. “We are making all efforts to save the lives of the people,” said Mumbai Mayor Kishori Pednekar.Dr Wiqar Shaikh, professor of medicine, Grant Medical College and Sir JJ Hospital, said the people in metros are getting the virus due to various reasons.“These election rallies were super spreaders and thousands of people are coming from there in flights and railways. This has played a major role in hike in numbers,” said Shaikh."
272,"Firemen plug O2 pipe leak in NMC hosp, save 42 Covid-19 patients","Nagpur: Swift response of three firemen at Nagpur Municipal Corporation-run Ayush Hospital in Sadar area averted a Nashik hospital-like tragedy on Thursday evening. The firemen plugged the leakage in the oxygen pipeline and saved 40 patients on oxygen support at the hospital.

A senior official from the NMCâs fire department said the incident took place around 4pm. NMCâs superintending engineer Manoj Talekwar said a nasal release valve had developed snag and it interrupted the supply of oxygen to a few patients. âThe oxygen supply was regulated after carrying out necessary repairs,â he said.

Following a spike in coronavirus cases in the city, the civic body had converted Ayush Hospital into a 40 oxygen bed unit and started admitting Covid-19 patients.

Hariharsinh Gaherwar, an eyewitness, told TOI he received a call from his brother Maheshsinh, who was admitted in the hospital about sudden dip in oxygen supply. Without wasting time, he rushed to the hospital and witnessed a panic among patients and their relatives due to leakage in oxygen pipeline.

Gaherwar then called fireman from NMCâs fire and emergency services department Jagdish Bais, whose relative too was admitted at the same hospital. Bais and doctors found the pipeline with one valve leaking in the hospital backyard. Bais summoned Sudhakar Gavai, a technician from the fire department, who too reached within 10 minutes.

He stopped the cylinder supply. Bais and other relatives moved at least 15 jumbo oxygen cylinders to the Covid ward situated on the first floor of the two-storey building. âWe ensured not a single life was lost due to non-supply of oxygen,â he said adding the ward boys and nurses at the hospital helped connecting the oxygen cylinders to resume supply.

Though the fire department made temporary arrangements, the work to repair the damaged nozzle was on. Meanwhile, superintending engineer Manoj Talewar said the damaged parts will be replaced.

Patientsâ relatives wondered why no technician was there to monitor the oxygen supply when the incident took place. They also raised the question over the quality of work.

Additional municipal commissioners Ram Joshi, Sanjay Nipane, Talewar and chief fire officer Rajendra Uchake visited the hospital.

All Safe and Sound

* 4 pm Covid-patients sensed dip in oxygen supply

* Informed relatives

* NMCâs fire department called

* Doctors, nursing staff, fireman swung into action

* Firemen with technician reached and plugged the leakage

* Oxygen cylinders shifted to Covid floor and supply resumed

* All 42 patients safe

"
272,"In Pimpri, 205 patients gasped for breath as oxygen tanker ‘diverted’","The Auto Cluster facility every day requires at least 5 metric tonnes of oxygen. It has an oxygen tank with 10KL capacity.

Even as the Pune Zilla Parishad on Thursday denied the deaths of three COVID-19 patients attributed to shortage of oxygen at a private hopsital in Chakan, Pimpri-Chinchwad, as many as 205 COVID-19 patients were at high risk Wednesday when the oxygen tank at PCMC-run facility at Auto Cluster, Chinchwad, had almost run out of stock.

The emergency situation developed at the Auto Cluster facility Wednesday evening, where 205 COVID-19 patients were either on oxygen or ventilator support, as the tanker supplying oxygen failed to turned up. The oxygen manufacturer of the Chakan plant had apparently diverted oxygen to Buldhana on the directives of some bigwigs in the government, alleged government and civic officials.

PCMC Deputy Municipal Commissioner Smita Zagade said Thursday the situation had turned scary last evening when the COVID Auto Cluster facility ran out of oxygen. “The hospital doctors told us the oxygen stock for one hour was available and that the life of patients was in danger…” she said.

Zagade said the Divisional Commissioner, PCMC commissioner and FDA officials then made all-out efforts to get the oxygen supply from different manufacturers in Pune district and outside. “We finally managed to get the supply from the contractor who had earlier refused to provide us the oxygen…The oxygen tankers then landed up in the Auto Cluster facility by evening,” he said.

“A panic situation had ensued as the hospital gave us very little time to act… I had almost come to the point of breaking down, it was a scary situation. We wanted to save the lives of the patients under any cost and finally we succeeded in doing so,” she said.

Zagade said the private manufacturer who delivers oxygen at Auto Cluster conveyed his inability to supply the oxygen. “The manufacturer said he was taking the oxygen to Buldhana… We don’t know why he did so. He had been supplying the oxygen since the facility was set up in September. His sudden decision to stop supply was difficult to understand and was equally shocking,” she said.

Other senior PCMC officials said the manufacturer was apparently under pressure from the bigwigs in the government to divert the oxygen to Buldhana hospitals which were facing shortage.

Dr Amol Holkunde, the incharge at Auto Cluster facility, said,”The Chakan manufacturer every two days or as per the requirement provides us the oxygen tankers. On Wednesday, when the Chakan plant manufacturer conveyed inability to supply oxygen, we faced a big crisis. We had to then turn the oxygen supply to patients who did not require it or required less of it. Oxygen supply to those COVID patients who were in the process of discharge was also turned off. Likewise, we took a number of steps to save on the consumption of oxygen. As a result the oxygen supply lasted a few hours and finally we got the supply around 10.30 in the night.”

Dr Holkunde added,”If we had not used different techniques and ideas to save on the consumption of oxygen, anything could have happened. Yes, the depleting oxygen supply meant the lives of patients were in danger….But nothing untoward happened as the oxygen stock landed.

– Stay updated with the latest Pune news. Follow Express Pune on Twitter here and on Facebook here. You can also join our Express Pune Telegram channel here.

The Auto Cluster facility every day requires at least 5 metric tonne of oxygen. It has a oxygen tank whose capacity is 10 KL.

Meanwhile, Zilla Parishad CEO Ayursh Prasad denied speculations that three COVID-19 patients died a private hospital in Chakan after the hospital ran out of oxygen. “There is no truth in it…However, we have launched a medical investigation into it to find out the exact cause of death,” he said.

BDO Ajay Joshi said,”As per prima facie report, one patient died of multi-organ failure and another had arrived late….Only audit of the deaths will help us to find out the exact reason. That is being done now.”"
